velocity_1h,velocity_24h,total_load_mtd_inr,device_count_30d,exchange_frequency,avg_txn_amount,velocity_ratio_1h_24h,amount_deviation,load_utilization_pct,device_risk_score,hours_since_last_txn,is_fraud
3,13,3207.414760772004,2,6,1630.2176991834574,0.23076923076923078,0.4321748167521862,0.3207414760772004,0.5,0.7811567600641416,0
1,9,3701.5831264445037,2,4,4970.119012991403,0.1111111111111111,-0.08612501942697148,0.37015831264445037,0.5,10.666678823906675,0
4,15,3264.637930751044,1,4,1260.3376236099969,0.26666666666666666,-0.2980485967478674,0.3264637930751044,0.0,3.481102012664671,0
17,47,8621.447136992005,3,28,374.81368486455466,0.3617021276595745,-0.47713987942174646,0.8621447136992004,1.0,0.01,1
15,15,7943.164208883072,3,13,6156.8817329323165,1.0,3.0865970388839417,0.7943164208883072,1.0,0.04241739812935539,1
11,16,5714.283921865737,3,33,7964.909484464896,0.6875,1.6445239456805454,0.5714283921865737,1.0,0.04526503362240137,1
2,4,6079.227783741354,1,7,3451.0885818871084,0.5,0.16385216768027822,0.6079227783741354,0.0,2.7841201282481753,0
0,10,4694.750378580475,2,6,1017.7331200762853,0.0,0.4520706544153675,0.46947503785804745,0.5,0.5,0
2,10,6055.87339188561,1,5,1303.5133814221258,0.2,0.45852270565068326,0.605587339188561,0.0,9.379038134306674,0
2,11,5022.137665919553,2,7,2926.6889888057394,0.18181818181818182,-0.15449148518229713,0.5022137665919553,0.5,2.8384897084440985,0
4,14,2509.189041016516,2,2,4508.1223051337765,0.2857142857142857,0.30778290119653634,0.25091890410165163,0.5,7.759655297586739,0
1,9,2844.50506438909,2,3,4656.859629190926,0.1111111111111111,-0.029401675325148147,0.284450506438909,0.5,12.1983517629979,0
1,6,955.1572250508731,2,9,2218.099721112317,0.16666666666666666,0.12685942396108935,0.0955157225050873,0.5,9.5610469511989,0
1,9,1626.636387689326,1,5,2497.8429032136737,0.1111111111111111,0.27233351642491394,0.1626636387689326,0.0,11.64443775121596,0
1,8,2271.3522205960294,1,4,2842.8674668801177,0.125,0.1522988103990504,0.22713522205960293,0.0,5.281248791298655,0
1,10,604.701519814281,1,5,1580.9671731161172,0.1,0.42224087924014947,0.060470151981428105,0.0,3.287360727271656,0
1,13,5231.2721970283565,1,6,4479.750448521592,0.07692307692307693,0.09467025403455637,0.5231272197028356,0.0,6.761748488928274,0
17,68,8002.549884528327,3,33,402.2133141611406,0.25,-0.321449781819168,0.8002549884528327,1.0,0.48268284611144263,1
2,7,3933.7508517579868,1,8,823.4884047655889,0.2857142857142857,0.11522680673613589,0.39337508517579867,0.0,1.868956246207922,0
2,11,1170.5481442919845,2,6,2560.0480326507086,0.18181818181818182,-0.15046189483790576,0.11705481442919845,0.5,6.669358721090071,0
2,12,5593.962305647485,1,4,3363.6120217770563,0.16666666666666666,0.32152861911908287,0.5593962305647485,0.0,1.917582400327348,0
3,11,5160.879517897364,1,9,3695.4400592046572,0.2727272727272727,0.3646278644881115,0.5160879517897364,0.0,0.5,0
6,23,9010.752596324714,1,28,6779.5158517275795,0.2608695652173913,1.8365064147079895,0.9010752596324714,0.0,0.10276912516288947,1
2,12,5625.181512345214,1,1,2830.232017337968,0.16666666666666666,0.0032307753115948246,0.5625181512345214,0.0,6.156668068358729,0
2,9,6709.0137873545855,1,7,4887.368311793639,0.2222222222222222,-0.16901711824924107,0.6709013787354585,0.0,8.889835721255839,0
1,8,3028.5981919094993,1,5,3477.957960891395,0.125,0.2323298492292552,0.30285981919094995,0.0,3.8733689063878005,0
17,48,7736.809118871706,2,32,365.3234303414315,0.3541666666666667,-0.5336037167488474,0.7736809118871706,0.5,0.8229232965928845,1
2,8,5462.799510009395,2,5,2363.9791282369883,0.25,-0.1748400156635175,0.5462799510009395,0.5,1.0914588072447626,0
1,11,6474.417380277037,1,9,4438.8335937954735,0.09090909090909091,0.006561083797063383,0.6474417380277038,0.0,16.03759986934355,0
3,9,3813.5431625903148,1,9,2000.6651490248234,0.3333333333333333,-0.19472010580177493,0.3813543162590315,0.0,19.507517848325215,0
7,23,5328.00687529768,6,16,2463.3345405793025,0.30434782608695654,0.3797089136719389,0.5328006875297681,1.0,1.8264899199457498,1
2,9,665.2024092831929,1,6,2804.8601531977056,0.2222222222222222,0.18523518344771195,0.06652024092831929,0.0,10.887493336601386,0
0,10,4985.370248798788,2,3,3617.9880094877603,0.0,0.388197592020833,0.49853702487987883,0.5,3.672040074866747,0
1,8,5861.820667928752,2,3,2858.716561350681,0.125,-0.08521967687611054,0.5861820667928752,0.5,7.256195960313628,0
21,58,8217.462352958557,2,22,381.56957721700826,0.3620689655172414,-0.5988210342217754,0.8217462352958557,0.5,0.5854204897753849,1
0,10,2331.1552847146604,1,5,3829.4582422238077,0.0,0.19422704512066535,0.23311552847146605,0.0,3.227395888162179,0
2,8,2491.1361638251055,1,5,1452.3159048181622,0.25,-0.0011378211025028784,0.24911361638251056,0.0,6.793837550181256,0
5,16,7488.617215225944,4,16,959.6384704252717,0.3125,0.21640216266448847,0.7488617215225944,1.0,5.344565115825169,1
3,9,2972.0613342928295,2,4,4014.056404027286,0.3333333333333333,-0.04340519375851509,0.297206133429283,0.5,2.2131042045005,0
8,15,6439.310933037335,3,20,12725.291051053437,0.5333333333333333,1.5118688632620525,0.6439310933037335,1.0,0.10894014426693874,1
1,11,5960.848539864598,1,4,2564.233398049653,0.09090909090909091,0.27594593563610353,0.5960848539864598,0.0,6.13968266636417,0
4,7,2674.5785786659103,1,5,2485.9946870601666,0.5714285714285714,0.251163308647333,0.26745785786659104,0.0,4.862100361969796,0
0,18,1323.379633716765,1,4,3819.180680256461,0.0,-0.10725846629643082,0.1323379633716765,0.0,1.6146674132178362,0
4,7,4282.176984016022,1,6,3379.52358577466,0.5714285714285714,0.0510361675106224,0.42821769840160223,0.0,1.7186398262098705,0
2,11,6060.569343136346,1,7,2356.6367151714676,0.18181818181818182,0.17958462898580685,0.6060569343136346,0.0,0.5,0
2,12,614.6808785044859,1,4,671.1765868170191,0.16666666666666666,-0.06958514782764638,0.06146808785044859,0.0,5.7838817574267845,0
1,9,6576.368337824677,2,3,2945.725498933069,0.1111111111111111,0.24382980506766122,0.6576368337824677,0.5,4.794108775016158,0
2,12,694.492394461998,1,5,3365.8545940067825,0.16666666666666666,-0.09485313879476373,0.0694492394461998,0.0,26.349170534673043,0
0,11,3901.3953151204423,1,3,2180.6951518910228,0.0,0.03758098410780131,0.3901395315120442,0.0,23.16375865910721,0
4,13,746.7482629905383,2,6,3081.123637720187,0.3076923076923077,0.47873400518835735,0.07467482629905382,0.5,0.6914145583725299,0
3,12,1912.7186611317006,2,4,990.8246877424907,0.25,-0.21333819612103921,0.19127186611317007,0.5,7.895448885943875,0
0,14,3888.503635218607,1,2,3272.4599661087027,0.0,-0.23263430732328771,0.3888503635218607,0.0,6.332485367627606,0
2,7,6685.754170412219,1,4,751.5088638927213,0.2857142857142857,0.25771983235281143,0.6685754170412218,0.0,7.127970595090813,0
13,18,7325.54322667067,2,18,5946.243603391037,0.7222222222222222,2.332173901896332,0.732554322667067,0.5,0.29298103349158117,1
4,15,4268.603163514858,1,5,4834.117066633492,0.26666666666666666,-0.11527714747720894,0.42686031635148586,0.0,8.294980519675773,0
2,12,673.2782305612739,2,9,1156.306404423356,0.16666666666666666,-0.2172186143421183,0.06732782305612739,0.5,12.189892110090987,0
4,12,1468.6451302222054,1,2,1225.7515213310485,0.3333333333333333,0.18154244490222188,0.14686451302222053,0.0,3.589209097690843,0
3,9,582.5157771805174,1,2,1477.440996520557,0.3333333333333333,-0.06446847915488768,0.058251577718051735,0.0,7.654741810333554,0
3,7,5773.583395299575,2,5,4575.0791443132575,0.42857142857142855,0.13408119454688,0.5773583395299575,0.5,2.833105728110972,0
2,6,4717.520189419971,2,4,4474.45472594961,0.3333333333333333,0.33013026447179433,0.4717520189419971,0.5,13.13726134298803,0
21,76,7440.312818874848,1,18,311.5370804663527,0.27631578947368424,-0.48576810248078184,0.7440312818874848,0.0,0.4729249658953894,1
0,7,1337.861305460099,2,6,1599.1349793047104,0.0,-0.18245060674142805,0.1337861305460099,0.5,13.519146453465943,0
2,11,1194.1223831220623,1,4,2103.0934288040235,0.18181818181818182,0.47633284664428105,0.11941223831220622,0.0,1.8897522551418584,0
1,9,2207.744051341663,2,5,1389.477492274034,0.1111111111111111,0.1646209285337798,0.22077440513416632,0.5,3.3109459075442387,0
3,11,3663.574145252262,1,9,1370.7023829553723,0.2727272727272727,0.4683857870546487,0.3663574145252262,0.0,2.7379318088474536,0
2,10,2981.9405603985947,1,4,1652.4659142176386,0.2,0.4353831551263693,0.2981940560398595,0.0,2.612364177012238,0
22,67,8197.181569326007,2,19,453.57601347315034,0.3283582089552239,-0.47638156270643733,0.8197181569326006,0.5,0.92709145313996,1
3,10,3734.85654090751,1,2,1443.564189497923,0.3,-0.06598054728542599,0.373485654090751,0.0,0.5,0
7,16,5919.988482955228,6,12,2721.4297679171264,0.4375,0.11144157586305431,0.5919988482955229,1.0,1.984746250778353,1
1,7,5947.9902016941805,2,1,2283.4285107208907,0.14285714285714285,0.41030176301682014,0.5947990201694181,0.5,6.3376529819785725,0
4,20,6974.592567893553,5,16,1864.0089801006245,0.2,0.19025909187959672,0.6974592567893553,1.0,0.31560094832706564,1
5,23,9174.829613035898,3,19,5757.0611461235385,0.21739130434782608,2.6050930028571098,0.9174829613035898,1.0,0.10412688628517669,1
0,14,2049.028008955692,1,3,4355.910869596406,0.0,0.003119284804510125,0.20490280089556917,0.0,2.724757871705972,0
1,5,1873.7632246911244,1,3,4257.708587475403,0.2,0.2901757314328454,0.18737632246911243,0.0,2.980213015474606,0
6,20,6828.599612712302,1,12,9178.726696128,0.3,4.479228739353847,0.6828599612712302,0.0,0.2704372055419946,1
0,9,1287.8597087111116,2,2,2363.489408413883,0.0,-0.22989956459362798,0.12878597087111116,0.5,2.6855362143628927,0
1,7,4962.972591034227,2,1,4877.419513581548,0.14285714285714285,-0.18590818699668482,0.49629725910342265,0.5,6.738966559471503,0
25,67,7540.532339946651,2,17,175.71504910510015,0.373134328358209,-0.4809852443784783,0.7540532339946651,0.5,0.09117541843421285,1
1,8,6639.748464989373,1,2,4514.129374334894,0.125,0.42362416136223097,0.6639748464989373,0.0,1.4109075692425563,0
7,13,742.0363473499401,1,5,3418.026553988815,0.5384615384615384,0.35975869370429486,0.07420363473499401,0.0,29.749230151012245,0
2,4,2980.1809221726544,2,2,3682.653592246079,0.5,0.3106388144989239,0.29801809221726544,0.5,13.418155005624381,0
2,12,1606.8773218768142,1,5,4037.474129500054,0.16666666666666666,0.02623338606835346,0.16068773218768143,0.0,0.7365447540418161,0
0,9,3790.268087536153,2,7,2783.50931499235,0.0,-0.2856123579595156,0.3790268087536153,0.5,16.463237553205378,0
4,8,2103.9811762383993,1,1,4940.756395003501,0.5,0.2524713892085962,0.21039811762383992,0.0,10.779588150736465,0
3,14,5119.143339625634,1,4,1423.5215528779531,0.21428571428571427,0.3949571338870141,0.5119143339625635,0.0,12.817420116253084,0
3,5,3275.27865485433,1,3,2964.084602401125,0.6,0.07951928754821957,0.327527865485433,0.0,14.901172324536335,0
3,11,5307.954228625223,2,9,1315.1231948819027,0.2727272727272727,0.3596013842161783,0.5307954228625222,0.5,10.949950284606214,0
4,14,5697.562718605618,1,4,4846.7468441915125,0.2857142857142857,0.08907452156485057,0.5697562718605618,0.0,3.871878699741177,0
1,13,2871.508475234626,1,6,1855.4300158392361,0.07692307692307693,-0.11438437119058642,0.2871508475234626,0.0,4.147974854845714,0
4,7,5516.877889567903,2,4,2563.37112406473,0.5714285714285714,0.24283851184491995,0.5516877889567904,0.5,9.926114231831988,0
1,11,1856.3899755479708,2,5,1449.5045034932787,0.09090909090909091,-0.07658661551544294,0.1856389975547971,0.5,0.9898051581381829,0
14,14,7986.953014760155,3,17,7275.688910614115,1.0,2.156687805404609,0.7986953014760155,1.0,0.23856094806369002,1
1,12,4610.06896111295,1,3,1502.5850428410727,0.08333333333333333,0.11635115476064739,0.46100689611129503,0.0,0.8237352970765429,0
2,8,3856.0361901608417,2,9,4322.3285278195135,0.25,0.027527289662935328,0.38560361901608414,0.5,11.405381492958957,0
3,12,3313.8993626554466,1,7,1670.7107481582311,0.25,0.30455326812089983,0.33138993626554464,0.0,19.27143010912469,0
14,58,7110.592541386703,1,28,155.21625840321076,0.2413793103448276,-0.39345012280507785,0.7110592541386702,0.0,1.7652898587292813,1
2,6,5521.732164548783,2,11,3631.6083148131042,0.3333333333333333,-0.10226475953510653,0.5521732164548783,0.5,15.940119969482028,0
0,7,3213.186195682747,1,5,4747.079745835554,0.0,-0.05493878410378342,0.3213186195682747,0.0,0.9958699686869228,0
0,5,4421.095607623722,1,1,3573.919212531031,0.0,-0.18063426816869688,0.4421095607623722,0.0,1.3779607925174422,0
2,10,1125.3842093762592,2,3,4735.045109835639,0.2,-0.029429844453333742,0.11253842093762592,0.5,1.0148091672687845,0
3,35,9998.498501884034,3,16,7968.495982707224,0.08571428571428572,1.181824216516092,0.9998498501884034,1.0,2.4452225025840924,1
1,20,4864.462344679376,2,7,2752.176010124778,0.05,0.1678534722548965,0.48644623446793755,0.5,12.071007187894544,0
18,45,7813.080535518371,2,26,367.70615126735214,0.4,-0.3761135338772949,0.7813080535518371,0.5,1.394295721986002,1
2,7,1955.90316131632,2,11,2095.5697630529485,0.2857142857142857,0.42327806524686945,0.195590316131632,0.5,1.3778591547290606,0
3,6,1065.3871365114119,2,5,3082.6517623323466,0.5,0.42649768359909274,0.10653871365114119,0.5,0.5351028768907581,0
18,65,8246.978218700655,2,27,291.06169385799694,0.27692307692307694,-0.7470203819403806,0.8246978218700655,0.5,0.5357324424365199,1
1,10,6765.606093686007,2,6,2668.251512839336,0.1,0.014617076661643413,0.6765606093686006,0.5,1.8386518346784657,0
0,10,3541.551266255287,1,4,1728.2324590052783,0.0,-0.28772136711099333,0.35415512662552867,0.0,0.5,0
1,13,1379.3591761936345,2,1,2680.4621042949093,0.07692307692307693,0.015273292274715577,0.13793591761936344,0.5,2.297296158395524,0
4,6,2551.9957119262504,2,7,4338.617269534641,0.6666666666666666,0.3581764940321375,0.25519957119262504,0.5,18.920946951171185,0
18,9,6055.189423219256,1,17,9142.45072605522,2.0,1.9917153537225418,0.6055189423219256,0.0,0.4811367265040417,1
1,12,3126.927959840151,1,4,2027.7770551226583,0.08333333333333333,0.37195729799439886,0.31269279598401506,0.0,1.69579442406629,0
3,9,2686.6080773487306,1,5,3054.293149116257,0.3333333333333333,-0.11366885757523854,0.26866080773487305,0.0,10.192120958867072,0
2,9,5276.089028222368,2,1,2600.8766100860767,0.2222222222222222,0.2551360278436367,0.5276089028222368,0.5,0.5166549259552022,0
3,3,4663.683445685061,1,3,2568.086905332704,1.0,-0.10969519327755159,0.4663683445685061,0.0,1.3556642289682803,0
1,9,2237.2216088345094,1,8,603.9287429634545,0.1111111111111111,0.27804312720721575,0.22372216088345095,0.0,13.350436889533382,0
1,14,4053.259671918578,1,6,2741.077294698231,0.07142857142857142,-0.013822930571816716,0.4053259671918578,0.0,15.662583903082435,0
0,9,1927.2660219972504,2,7,4742.259622363879,0.0,0.04103080328920483,0.19272660219972504,0.5,33.824613017474356,0
1,9,3382.019665849281,2,6,2466.264083695929,0.1111111111111111,0.4313408162719587,0.33820196658492807,0.5,2.785275910503302,0
2,11,3709.156862406466,1,3,1884.4439998893008,0.18181818181818182,-0.1878393020828416,0.37091568624064664,0.0,7.634655370802623,0
2,13,3558.7795870221726,2,8,1289.6182270797249,0.15384615384615385,0.24047543057836512,0.3558779587022173,0.5,2.5939791069556684,0
1,17,1775.215853703705,2,6,1707.5036196251974,0.058823529411764705,0.16282917485199405,0.17752158537037052,0.5,2.1594928658970924,0
1,11,4033.8414728214893,2,3,4140.213368029862,0.09090909090909091,-0.06407750371745002,0.40338414728214894,0.5,8.608451593668,0
3,10,1572.235705183725,2,3,2085.086809849833,0.3,-0.045198433652271996,0.1572235705183725,0.5,24.756882778786512,0
0,9,872.8254136388833,2,3,1721.3801959894327,0.0,0.4757111725081676,0.08728254136388833,0.5,1.27057762721414,0
1,11,6424.324755292173,1,8,2183.3406276186906,0.09090909090909091,-0.09188265881090299,0.6424324755292173,0.0,2.9487885062981,0
1,5,1739.6378423423444,1,4,2250.832648718241,0.2,-0.08814398983997129,0.17396378423423445,0.0,8.197171133909443,0
3,23,9360.604210538868,4,17,4610.294959828891,0.13043478260869565,2.1349985181209252,0.9360604210538868,1.0,2.7885654024611597,1
1,16,860.486133742742,1,3,3164.5013124471066,0.0625,0.049941568568199035,0.0860486133742742,0.0,4.326330859887471,0
2,6,901.3105487197715,1,8,4905.133094638692,0.3333333333333333,-0.24493502983399595,0.09013105487197716,0.0,2.9333496346817567,0
4,13,3897.2888846755,1,3,3583.691039726103,0.3076923076923077,0.4078098755756419,0.38972888846755,0.0,17.3118665088895,0
3,11,1263.4412698534811,2,4,4372.899517534768,0.2727272727272727,-0.24311010474467407,0.1263441269853481,0.5,13.81677416101079,0
0,18,2734.4462863539416,1,8,3217.298736352765,0.0,0.04946698160240903,0.27344462863539415,0.0,12.479152392183108,0
8,11,6608.401965854227,1,24,6084.4725031364615,0.7272727272727273,2.2003979530751065,0.6608401965854227,0.0,0.023630815396915496,1
5,12,6278.479051585032,2,4,4441.391528481237,0.4166666666666667,-0.061154768352614824,0.6278479051585032,0.5,0.7122378181605307,0
0,9,6101.865014127525,1,5,849.1327349318495,0.0,0.4153372074604696,0.6101865014127524,0.0,0.8355697871258385,0
6,10,8499.627900012703,3,17,7184.849396276492,0.6,4.636756361615415,0.8499627900012703,1.0,0.634380437607766,1
11,17,7985.879407262444,2,19,9508.646439149286,0.6470588235294118,4.764120412816238,0.7985879407262444,0.5,0.08127316226992833,1
11,26,9954.220997505858,2,10,6275.131393223791,0.4230769230769231,1.370836123021315,0.9954220997505858,0.5,6.505669433198264,1
2,13,3816.0977847306003,1,7,625.15609051987,0.15384615384615385,0.08310199757938014,0.38160977847306005,0.0,1.325468451964867,0
1,11,4400.985404839562,1,7,2714.6480309185345,0.09090909090909091,0.2953400265881873,0.4400985404839562,0.0,18.66426132469007,0
5,12,6818.054381180501,1,3,4345.9058015478295,0.4166666666666667,-0.24136247518937504,0.6818054381180501,0.0,17.186051158421826,0
3,5,3455.284289983834,2,4,1884.6650786354867,0.6,-0.25519827060371714,0.3455284289983834,0.5,7.250279172982113,0
0,17,2412.792202289739,2,6,4194.642884962324,0.0,-0.16157396147634076,0.2412792202289739,0.5,4.196630581784334,0
9,18,7641.741036431412,7,13,2838.227335597533,0.5,0.3745738826891695,0.7641741036431412,1.0,6.870963712130828,1
4,10,4102.060746652172,2,8,646.4318267987328,0.4,-0.2482928497578113,0.41020607466521725,0.5,23.681619318871398,0
0,7,1855.3712219190538,1,4,1270.9570861564357,0.0,-0.16001280874445498,0.18553712219190538,0.0,19.273675705981983,0
1,7,2460.4452716906526,2,4,3083.6842701641176,0.14285714285714285,-0.20612272776941312,0.24604452716906525,0.5,4.613600985809299,0
4,16,7229.817449094486,5,13,1479.8554362373648,0.25,0.141033872136962,0.7229817449094486,1.0,0.6619169244174551,1
1,7,3859.261317164725,1,6,2112.698716070149,0.14285714285714285,-0.19473511570601792,0.3859261317164725,0.0,26.7067198467255,0
1,9,2537.176880783062,1,2,3324.1798464193644,0.1111111111111111,-0.13085936194252906,0.2537176880783062,0.0,12.051663534704124,0
6,14,2521.7066421276977,1,6,878.9259522376296,0.42857142857142855,0.2447637888167042,0.2521706642127698,0.0,25.07817630469359,0
4,7,4450.159752987953,1,6,1950.6323078810997,0.5714285714285714,-0.2812155690810399,0.4450159752987953,0.0,4.471354212824376,0
2,3,2046.6610893256127,2,1,3803.067151756961,0.6666666666666666,0.3495072412532639,0.20466610893256126,0.5,1.2675869400791178,0
1,5,3762.2063681739673,1,5,2438.5411134309493,0.2,0.39077588236277033,0.37622063681739676,0.0,2.140461069875044,0
8,18,5231.458405945032,8,14,803.336139107212,0.4444444444444444,0.556550934214294,0.5231458405945032,1.0,9.615934354432195,1
1,10,6108.346620307219,2,3,552.9462762358856,0.1,0.4299804557817199,0.6108346620307219,0.5,9.14248128040429,0
2,9,6484.789688482029,1,3,2938.947005832622,0.2222222222222222,-0.02407181863107455,0.6484789688482029,0.0,4.516402018417759,0
0,7,2587.7806029334956,1,6,655.6750593887111,0.0,0.48914508496699943,0.25877806029334954,0.0,0.8985208017958806,0
1,6,5719.287360125644,1,8,2008.8773848765247,0.16666666666666666,0.2984467012406216,0.5719287360125644,0.0,11.816923655101958,0
1,14,4066.5892544349167,2,1,3321.3176468665956,0.07142857142857142,-0.03454240665408309,0.4066589254434917,0.5,12.519397805808252,0
5,26,9325.747300216788,1,33,7212.986859851673,0.19230769230769232,2.2408073093979737,0.9325747300216788,0.0,0.7358729277784386,1
1,11,4708.309583113003,2,3,2088.2938926953866,0.09090909090909091,-0.2154272834729414,0.4708309583113003,0.5,4.362319637727032,0
3,10,2366.1418796188646,2,4,522.022219493441,0.3,-0.16816896981192186,0.23661418796188646,0.5,20.626806916802643,0
2,7,1901.0828644183389,1,2,1285.6360527349427,0.2857142857142857,0.05861413508251706,0.1901082864418339,0.0,15.791846400790448,0
1,14,5545.62146448197,1,9,1072.3597930682768,0.07142857142857142,0.33128843754623144,0.554562146448197,0.0,8.529944910349077,0
3,8,1655.5367116188065,1,4,4196.178259075665,0.375,0.40583114829797734,0.16555367116188066,0.0,20.2842535542715,0
2,10,612.559986798967,1,4,3720.8713499295704,0.2,0.008561434024389802,0.0612559986798967,0.0,1.6240948641990947,0
15,80,8141.260104442912,2,19,348.05443571628643,0.1875,-0.7917278747827906,0.8141260104442912,0.5,2.0,1
6,15,6453.66545367454,1,1,2688.4981695416845,0.4,0.36090267599711207,0.645366545367454,0.0,7.459289926017135,0
3,12,4289.0361080694365,1,6,4903.260681419296,0.25,-0.20576305139228407,0.42890361080694367,0.0,3.885502256086082,0
1,4,5596.491727180843,1,7,3784.1745613178273,0.25,0.017211825734917974,0.5596491727180842,0.0,24.66519221819835,0
2,13,4615.793884595221,2,7,2179.4124608463667,0.15384615384615385,-0.06309568939809809,0.4615793884595221,0.5,21.260212576655334,0
1,7,4135.924363598919,1,4,3674.9053465548554,0.14285714285714285,0.4900865240966433,0.41359243635989185,0.0,36.81225449077939,0
1,3,6035.246722584975,1,3,4766.804196944939,0.3333333333333333,-0.07368889061230294,0.6035246722584975,0.0,0.8490198792039677,0
2,9,2627.3607160070405,2,3,3027.374933817524,0.2222222222222222,0.15048773989573666,0.26273607160070406,0.5,12.329253023958369,0
2,9,3547.021283321975,2,2,519.8767140195346,0.2222222222222222,-0.10160653073962339,0.3547021283321975,0.5,1.5651897259952383,0
3,13,6596.948410485815,1,4,718.7490296214712,0.23076923076923078,-0.17355495899464932,0.6596948410485814,0.0,15.606647463675134,0
2,10,3419.5743170750106,1,4,810.8529918019702,0.2,0.4889173112390454,0.3419574317075011,0.0,17.00365094753933,0
22,51,8671.792854348147,2,27,373.53418973018915,0.43137254901960786,-0.7071277316355804,0.8671792854348147,0.5,0.6899905342959123,1
7,28,4157.661367603902,8,10,1633.2689369789082,0.25,-0.07823360062615342,0.41576613676039026,1.0,4.641353863098675,1
3,10,1877.142545691201,2,4,2809.7833887607885,0.3,0.2799886412856278,0.18771425456912008,0.5,0.5199174268341619,0
3,13,6479.5242893450995,1,6,3600.9777054433594,0.23076923076923078,0.47806999701511216,0.64795242893451,0.0,0.5,0
2,13,5156.138973950577,1,2,4066.7921637277223,0.15384615384615385,0.4201725861166347,0.5156138973950577,0.0,2.8901932813804794,0
20,55,9730.362452914127,3,23,107.71384715249806,0.36363636363636365,-0.7224222386362236,0.9730362452914127,1.0,0.5171439473904434,1
2,11,6576.650129074307,2,6,688.4714832998002,0.18181818181818182,-0.2815841825778511,0.6576650129074307,0.5,1.6901796161632094,0
15,12,5893.717085409296,3,16,5795.03244364085,1.25,2.9506070904824906,0.5893717085409296,1.0,0.3233179457377228,1
23,65,9232.049189269914,3,19,306.05074549909,0.35384615384615387,-0.3562365873215336,0.9232049189269914,1.0,0.08549311536041841,1
9,10,7749.285979868298,1,17,14413.874256173009,0.9,4.990613025760716,0.7749285979868299,0.0,0.02011407773116679,1
0,9,1269.7177111031656,1,11,2289.6925839917058,0.0,0.4773939912301091,0.12697177111031654,0.0,10.441845973391946,0
2,9,602.4483119027833,2,6,1841.631625734377,0.2222222222222222,0.2921627344969297,0.06024483119027833,0.5,0.5,0
7,15,5722.37975237727,5,12,1947.0184381921001,0.4666666666666667,0.7134057133668252,0.572237975237727,1.0,6.326813726786472,1
1,6,2960.606793636615,2,8,2506.631342133167,0.16666666666666666,-0.09758028239761429,0.2960606793636615,0.5,0.5492474951943775,0
2,12,3188.110626099585,2,11,1938.850294680157,0.16666666666666666,0.3277981513459712,0.3188110626099585,0.5,1.7370504872622752,0
5,13,4409.472603058476,2,1,2013.4684224938967,0.38461538461538464,0.40127161952586526,0.44094726030584763,0.5,4.135985055205191,0
1,8,774.6813473696498,1,2,3545.3748597187287,0.125,0.005909134509885949,0.07746813473696497,0.0,2.610613955864684,0
1,7,2713.660560321743,1,5,3282.6971571164327,0.14285714285714285,-0.13090278848350534,0.2713660560321743,0.0,4.584036908470674,0
1,8,4641.719871177804,2,12,2135.4815908427945,0.125,0.3412667301944246,0.46417198711778035,0.5,5.045273209672557,0
2,14,852.8744868962765,2,9,3630.1486366146605,0.14285714285714285,-0.1957120172073707,0.08528744868962765,0.5,4.638032186037875,0
4,13,758.5479000278003,1,6,3689.8593097028743,0.3076923076923077,0.005316985649316597,0.07585479000278003,0.0,13.628159136926191,0
0,9,868.9247062554401,1,2,3342.6258882005877,0.0,0.1273222096621588,0.08689247062554402,0.0,11.822710736177452,0
1,6,4785.645060315807,2,7,3080.0683389726273,0.16666666666666666,-0.15449343146282232,0.47856450603158074,0.5,32.03287440621315,0
1,10,5864.2705390477695,2,5,4710.909608839861,0.1,-0.1334231826613858,0.5864270539047769,0.5,4.920030215715034,0
1,17,5666.823300972475,1,6,2448.4542660348307,0.058823529411764705,-0.0649406766907237,0.5666823300972476,0.0,0.5204676757185125,0
12,60,9371.36808028317,1,18,334.7621122247774,0.2,-0.3947919975625269,0.937136808028317,0.0,0.6497715480593977,1
2,8,4429.07189433069,1,4,3317.8618323846304,0.25,-0.09197377796900816,0.442907189433069,0.0,5.463670029072859,0
0,9,6858.706689604308,2,6,2677.765845821281,0.0,0.4932278968793174,0.6858706689604308,0.5,5.190122379370698,0
3,4,4486.98401883055,1,7,2499.300305205351,0.75,0.011833038677138641,0.448698401883055,0.0,11.220417408665035,0
2,13,2111.046533527072,1,6,4895.892817598561,0.15384615384615385,0.28572318432652516,0.2111046533527072,0.0,6.314280372101938,0
2,14,3811.8990576498463,1,5,765.4502843501564,0.14285714285714285,-0.22802922068096423,0.3811899057649846,0.0,1.6325329612009243,0
1,13,4654.354116346541,2,5,1442.9756716002325,0.07692307692307693,-0.041046973139659215,0.4654354116346541,0.5,30.12356665069035,0
2,12,2233.294389326499,2,4,3265.023695031882,0.16666666666666666,-0.08136246589102114,0.22332943893264992,0.5,6.507549237608658,0
9,25,9597.940206899913,4,16,6585.634106531848,0.36,1.1344154654610867,0.9597940206899913,1.0,0.1,1
1,10,3975.1184926954593,1,2,844.2496554646498,0.1,0.40562109950619823,0.3975118492695459,0.0,2.773061343377284,0
1,12,1555.1270117049396,1,3,2150.445815965709,0.08333333333333333,-0.14838234258309588,0.15551270117049396,0.0,4.409072216260271,0
1,13,5734.390945051932,1,8,1057.5688814773616,0.07692307692307693,0.050487957742582024,0.5734390945051933,0.0,11.4845854757865,0
